"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-028-29","Large","Penaeus monodon","No certification","Soft shell syndrome","Mortality rate","Zymetin","Probiotic","Khulna","Loose shell","Abdominal weakness between shell and muscle","Body","Bacteria","Infectious"
"2-2-028-30","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-30","Medium","Penaeus monodon","No certification","WSSV","Mortality rate","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","K-Max","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","pH Fixer","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Soda mix","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Super Biotic","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Super PS","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-31","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Zymetin","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-028-32","Large","Penaeus monodon","No certification","WSSV","Experience","Classic Aqua Z Powder","Unknown","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-32","Large","Penaeus monodon","No certification","WSSV","Mortality rate","Metro Aqua Solution","Bactericide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-33","Large","Penaeus monodon","No certification","WSSV","Experience","K-Max","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-33","Large","Penaeus monodon","No certification","WSSV","Shrimp behaviour","pH Fixer","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-33","Large","Penaeus monodon","No certification","WSSV","Mortality rate","Pro-W","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-33","Large","Penaeus monodon","No certification","WSSV","Mortality rate","Super PS","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-34","Large","Penaeus monodon","No certification","WSSV","Experience","Classic Aqua Z Powder","Unknown","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-028-34","Large","Penaeus monodon","No certification","WSSV","Mortality rate","Metro Aqua Solution","Bactericide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-01","Large","Penaeus monodon","No certification","WSSV","Experience","Bio clean","Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-01","Large","Penaeus monodon","No certification","EMS","Shrimp behaviour","Prawn Tech","Anticeptic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-02","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-02","Medium","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-03","Medium","Penaeus monodon","No certification","WSSV","Don't know","Bio clean","Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-03","Medium","Penaeus monodon","No certification","Yellow spot","Don't know","Prawn Tech","Anticeptic","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"2-2-029-04","Small","Penaeus monodon","No certification","WSSV","Don't know","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-04","Small","Penaeus monodon","No certification","EMS","Don't know","Mutagen","Immunostimulant, Feed additive","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-04","Small","Penaeus monodon","No certification","EMS","Don't know","Soda mix","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-04","Small","Penaeus monodon","No certification","EMS","Don't know","Super PS","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-04","Small","Penaeus monodon","No certification","EMS","Don't know","Zymetin","Probiotic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-05","Medium","Penaeus monodon","No certification","WSSV","Experience","Bio clean","Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-05","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Prawn Tech","Anticeptic","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-029-06","Medium","Penaeus monodon","No certification","WSSV","Experience","CeVit- Aqua","Vitamins","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-06","Medium","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Water care","Oxygen supplier, Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-07","Small","Penaeus monodon","No certification","WSSV","Experience","Gelatin","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-07","Small","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Gelatin","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-08","Small","Penaeus monodon","No certification","WSSV","Experience","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-08","Small","Penaeus monodon","No certification","WSSV","Shrimp behaviour","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Shrimp behaviour","Bio-trim","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","C-173","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Calmag","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","pH Fixer","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Soda mix","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Super Biotic","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Super PS","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-09","Large","Penaeus monodon","No certification","Redness","Mortality rate","Zymetin","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Black gill","Shrimp behaviour","Bio-trim","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","C-174","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Calmag","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","pH Fixer","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Soda mix","Immunostimulant","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Super Biotic","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Super PS","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-10","Medium","Penaeus monodon","No certification","Redness","Mortality rate","Zymetin","Probiotic","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"2-2-029-11","Medium","Penaeus monodon","No certification","WSSV","Experience","Bio clean","Toxic gas reducer","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-11","Medium","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Prawn Tech","Anticeptic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-12","Small","Penaeus monodon","No certification","WSSV","Experience","Gelatin","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-12","Small","Penaeus monodon","No certification","WSSV","Mortality rate","Gelatin","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-12","Small","Penaeus monodon","No certification","WSSV","Shrimp behaviour","Gelatin","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-13","Small","Penaeus monodon","No certification","WSSV","Experience","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-13","Small","Penaeus monodon","No certification","WSSV","Mortality rate","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-13","Small","Penaeus monodon","No certification","WSSV","Shrimp behaviour","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-029-14","Small","Penaeus monodon","No certification","WSSV","Experience","China Aqua Jet Plus","Bactericide/fungicide/virustatic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
