"FarmID","FarmScaleID","SpeciesID","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"88-137","Small","Macrobrachium rosenbergii","Rostrum broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-138","Small","Macrobrachium rosenbergii","Antenna broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-138","Small","Macrobrachium rosenbergii","Black Spot Infection","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-138","Small","Macrobrachium rosenbergii","Blue Shell Disease","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-138","Small","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-138","Small","Macrobrachium rosenbergii","Rostrum broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-138","Small","Macrobrachium rosenbergii","Sessilinasis","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-138","Small","Macrobrachium rosenbergii","White tail disease","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","White Tail Disease","White discoloration on tail","Appendages","Virus","Infectious"
"88-139","Small","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-139","Small","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Potassium permanganate","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-139","Small","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Carbamol (Trade name)","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-139","Small","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-139","Small","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-139","Small","Macrobrachium rosenbergii","White tail disease","Diagnosis support from chemical supplier","Zeolite","Water and sediment","Khulna","White Tail Disease","White discoloration on tail","Appendages","Virus","Infectious"
"88-140","Small","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-140","Small","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-140","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-141","Medium","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-141","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-141","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Zeolite","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-141","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Zeolite","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-142","Small","Macrobrachium rosenbergii","Antenna broken","Own experience","Zeolite","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-142","Small","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Zeolite","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-142","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Zeolite","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-143","Small","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-143","Small","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-143","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-143","Small","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Zeolite","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-144","Small","Macrobrachium rosenbergii","Antenna broken","Own experience","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-144","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-145","Small","Macrobrachium rosenbergii","Antenna broken","Neighboring farmer","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-145","Small","Macrobrachium rosenbergii","Rostrum broken","Neighboring farmer","Zeolite","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-146","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-147","Small","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-147","Small","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-147","Small","Macrobrachium rosenbergii","Sessilinasis","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-147","Small","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-147","Small","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-148","Small","Macrobrachium rosenbergii","Rostrum broken","Farm(s) employ trained health specialist(s)","Rotenone","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-148","Small","Macrobrachium rosenbergii","Antenna broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-149","Small","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-149","Small","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-150","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Diagnosis support from feed company","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-150","Medium","Macrobrachium rosenbergii","Sessilinasis","Diagnosis support from feed company","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-150","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-150","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-151","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-151","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-151","Medium","Macrobrachium rosenbergii","Rostrum broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-152","Medium","Macrobrachium rosenbergii","Antenna broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-152","Medium","Macrobrachium rosenbergii","Rostrum broken","Farm(s) employ trained health specialist(s)","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-152","Medium","Macrobrachium rosenbergii","Black Spot Infection","Farm(s) employ trained health specialist(s)","Zeolite","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-152","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Farm(s) employ trained health specialist(s)","Zeolite","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-152","Medium","Macrobrachium rosenbergii","Sessilinasis","Farm(s) employ trained health specialist(s)","Zeolite","Water and sediment","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-152","Medium","Macrobrachium rosenbergii","White tail disease","Farm(s) employ trained health specialist(s)","Zeolite","Water and sediment","Khulna","White Tail Disease","White discoloration on tail","Appendages","Virus","Infectious"
"88-153","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Rotenone","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-153","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-154","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-154","Medium","Macrobrachium rosenbergii","Sessilinasis","Diagnosis support from chemical supplier","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-154","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-154","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-155","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Rotenone","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
